site_code,site_name,latitude,longitude,country,rls_mpa,rls_protection_status_old,designation,protected_seas_id,wdpa_id,ps_name,ps_country,year_of_protection,level_fishing_protection,mpa_marine_area_km,zone_marine_area_km,compliance,data_source,validated,comments
BAL19,Bendinat,39.53162,2.58093,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BAL2,Portinax,39.11129,1.51608,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BAL20,Formentera,38.70256,1.38898,Spain,Los Freus de Ibiza y Formentera Marine Reserve,Fishing,MPA,AIESP17,,freus d'eivissa i formentera,Spain,2001,4,149.2417999,13.209,Medium,PS,EC,
BAL21,Formentera I (integral),38.8023,1.47606,Spain,Los Freus de Ibiza y Formentera Marine Reserve,No take,MPA,AIESP9,196166,ses salines d'eivissa i formentera,Spain,2001,5,136.4594329,136.359,Medium,PS,EC,
BAL22,Formentera II (integral),38.80396,1.47673,Spain,Los Freus de Ibiza y Formentera Marine Reserve,No take,MPA,AIESP9,196166,ses salines d'eivissa i formentera,Spain,2001,5,136.4594329,136.359,Medium,PS,EC,
BAL23,Aeropuerto ( reserva marina),38.84433,1.36892,Spain,Los Freus de Ibiza y Formentera Marine Reserve,Restricted take,MPA,AIESP9,196166,ses salines d'eivissa i formentera,Spain,2001,5,136.4594329,136.359,Medium,PS,EC,
BAL3,San Vicente,39.08083,1.60931,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BAL4,Canar,39.00211,1.58672,Spain,,,MPA,AIESP32,,"illots de santa eulÃ ria, rodona i es canÃ ",Spain,2006,2,0.5910713415,0.150,Low,PS,EC,Birds / Habitat collective - consider changing to fished.
BAL5,Andratx,39.53827,2.37458,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BAL6,Cala de estellens,39.65832,2.46954,Spain,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BAL7,Cala de Tomas,39.95301,3.18261,Spain,,Restricted take multizoned,MPA,AIESP133,389035,serra de tramuntana,Spain,2007,4,NA,0.926,Low,PS,EC,
BAL8,Cala Rajada (reserva marina),39.7097,3.4742,Spain,Levante de Mallorca Cala Ratjada,Restricted take,MPA,AIESP149,,reserva marina del levante de mallorca - cala rajada,Spain,2007,4,NA,53.603,High,PS,EC,
BAL9,Portcolom,39.41768,3.27013,Spain,,Fishing,,AIESP103,555523837,portocolom,Spain,2006,2,0.5873275709,0.595,Low,PS,,"Is this referring to the marina? i.e., an OECM?"
BALI1,Liberty wreck,-8.277,115.5945,Indonesia,Tulamben,No take,,NA,,NA,NA,NA,NA,NA,,High,,,
BALI2,Paradise House reef,-8.27729,115.5945,Indonesia,Tulamben,No take,,NA,,NA,NA,NA,NA,NA,,High,,,
BALI3,Drop off below temple,-8.27899,115.5965,Indonesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BALI4,Opposite Mimpi Resort,-8.27781,115.5946,Indonesia,Tulamben,No take,,NA,,NA,NA,NA,NA,NA,,High,,,
BC1,Mercury,51.74418,-128.071,Canada,Hakai Conservation Area,No take multizoned,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,1210.498,Medium,PS,,Can't find any information on increased protection in parts of this area - Amanda to confirm
BC2,Kelpie Point,51.7339,-127.997,Canada,Hakai Conservation Area,No take multizoned,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,1210.498,Medium,PS,,Can't find any information on increased protection in parts of this area - Amanda to confirm
BC3,West Beach,51.64908,-128.151,Canada,Hakai Conservation Area,No take multizoned,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,1210.498,Medium,PS,,Can't find any information on increased protection in parts of this area - Amanda to confirm
BC4,Triquet,51.80363,-128.254,Canada,Hakai Conservation Area,Fishing,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,636.246,Medium,PS,,
BC5,North Beach,51.66703,-128.14,Canada,Hakai Conservation Area,Fishing,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,636.246,Medium,PS,,
BC6,West Beach Nereo,51.6491,-128.155,Canada,Hakai Conservation Area,Fishing,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,636.246,Medium,PS,,
BC7,Rattenbury,51.70118,-128.074,Canada,Hakai Conservation Area,Fishing,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,636.246,Medium,PS,,
BC8,Starfish,51.68025,-128.126,Canada,Hakai Conservation Area,Fishing,MPA,AICANBC152,555516185,hakai luxvbalis conservancy,Canada,2008,1,637.0939234,636.246,Medium,PS,,
BI-S1,South East Governor Isle,-41.8745,148.3143,Australia,Bicheno Marine Reserve,No take,MPA,AIAUS773,354822,governor island marine nature reserve,Australia,1991,5,0.5410513824,0.517,High,PS,EC,
BI-S2,North Governor Isle,-41.8695,148.3136,Australia,Bicheno Marine Reserve,No take,MPA,AIAUS773,354822,governor island marine nature reserve,Australia,1991,5,0.5410513824,0.517,High,PS,EC,
BI-S3,Waubs Bay,-41.8686,148.3034,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BI-S4,"Blow Hole, Bicheno",-41.8801,148.3098,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BI-S5,Halfway Point,-41.9033,148.3163,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BMKC1,Dixon Bay 2,48.85395,-125.116,Canada,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BMKC2,Tzartus 116 R,48.90084,-125.081,Canada,,,Fished,,,NA,NA,NA,0,NA,,,RLS,,
BMP-S1,Brush Island Mid North,-35.5262,150.4171,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,35.382,High,PS,EC,Year of protection updated.
BMP-S10,Shark Gutter NE Tollgates,-35.7501,150.262,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS177,555548008,batemans marine park - sanctuary zone - tollgate islands sanctuary zone,Australia,2007,5,,32.754,High,PS,EC,Year of protection updated.
BMP-S11,Tollgates Outer Mid Bay,-35.7507,150.2592,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS177,555548008,batemans marine park - sanctuary zone - tollgate islands sanctuary zone,Australia,2007,5,,32.754,High,PS,EC,Year of protection updated.
BMP-S12,Broulee Island,-35.8608,150.1859,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BMP-S13,Broulee North,-35.8551,150.1921,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS153,555548008,batemans marine park - sanctuary zone - broulee island sanctuary zone,Australia,2007,5,2,1.595,High,PS,EC,
BMP-S14,West Longnose Point,-35.8346,150.2089,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,310,76.631,High,PS,EC,
BMP-S15,Burrewarra Point,-35.8313,150.2335,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP-S16,Jimmies Island,-35.8167,150.2343,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S17,Pretty Point,-35.8045,150.2335,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S18,Yellow Rock,-35.7281,150.2645,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S19,North Head,-35.7224,150.2745,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS110,555548008,batemans marine park - sanctuary zone - north had sanctuary zone,Australia,2007,5,1,1.387,High,PS,EC,
BMP-S2,Brush Island Mid South,-35.5315,150.4155,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS154,555548008,batemans marine park - sanctuary zone - brush island sanctuary zone,Australia,2007,5,,17.039,High,PS,EC,Year of protection updated.
BMP-S20,Acron Ledge,-35.7203,150.2479,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S21,Pretty Point North,-35.8002,150.2369,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S22,Garden Point,-35.7839,150.2347,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,,122.193,High,PS,EC,Year of protection updated.
BMP-S23,Lilly Pilly North,-35.7713,150.233,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,,122.193,High,PS,EC,Year of protection updated.
BMP-S24,Bingi Bingi Point Nth,-36.0115,150.1652,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS108,555548008,batemans marine park - sanctuary zone - mullimburra sanctuary zone,Australia,2007,5,,44.507,High,PS,EC,Year of protection updated.
BMP-S25,Bingi Bingi Point,-36.0129,150.166,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS108,555548008,batemans marine park - sanctuary zone - mullimburra sanctuary zone,Australia,2007,5,,44.507,High,PS,EC,Year of protection updated.
BMP-S26,Mullimburra Point,-35.9916,150.1592,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS116,555548008,batemans marine park - habitat protection zone - meringo-mullimburra point habitat protection zone,Australia,2007,3,0.46,0.494,High,PS,EC,
BMP-S27,Flat Rock South,-35.6855,150.3041,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S28,Richmond Point,-35.6902,150.2979,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP-S29,Wasp Island,-35.668,150.3104,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,310,50.574,High,PS,EC,
BMP-S3,Belowla Island South West,-35.5543,150.389,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,310,35.382,High,PS,EC,
BMP-S30,Montague Is East,-36.2485,150.2283,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS170,555548008,batemans marine park - sanctuary zone - montague island east sanctuary zone,Australia,2007,4,,0.042,High,PS,EC,Year of protection updated.
BMP-S31,Montague Island South West,-36.258,150.2219,Australia,,Fishing,MPA,AIAUS140,555548008,batemans marine park - habitat protection zone - montague island habitat protection zone,Australia,2006,3,140.0427023,140.053,High,PS,EC,
BMP-S32,Bogola Point,-36.2652,150.1523,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS104,555548008,batemans marine park - sanctuary zone - bogola sanctuary zone,Australia,2007,5,,16.351,High,PS,EC,Year of protection updated.
BMP-S33,Bogola North,-36.2617,150.1515,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS104,555548008,batemans marine park - sanctuary zone - bogola sanctuary zone,Australia,2007,5,,16.351,High,PS,EC,Year of protection updated.
BMP-S34,Brush Island South,-35.5334,150.4159,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS154,555548008,batemans marine park - sanctuary zone - brush island sanctuary zone,Australia,2007,5,,17.039,High,PS,EC,Year of protection updated.
BMP-S35,Brush Island South West,-35.5329,150.413,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS154,555548008,batemans marine park - sanctuary zone - brush island sanctuary zone,Australia,2007,5,,17.039,High,PS,EC,Year of protection updated.
BMP-S36,Honeysuckle Bay,-35.7122,150.2786,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS110,555548008,batemans marine park - sanctuary zone - north had sanctuary zone,Australia,2007,5,1,1.387,High,PS,EC,
BMP-S37,Broulee Is South,-35.8621,150.1873,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,5,,76.631,High,PS,EC,Year of protection updated.
BMP-S38,Kiola Point,-35.5634,150.3876,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,35.382,High,PS,EC,Year of protection updated.
BMP-S39,Brush Island East,-35.5302,150.4242,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS154,555548008,batemans marine park - sanctuary zone - brush island sanctuary zone,Australia,2007,5,,17.039,High,PS,EC,Year of protection updated.
BMP-S4,Clear Point (Old Snapper Point),-35.5989,150.3428,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS123,555548008,batemans marine park - special purpose zone - murramarang coast special purpose zone,Australia,2007,4,3,2.629,High,PS,EC,
BMP-S5,Ohara Mountain Gully,-35.572,150.3693,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,310,35.382,High,PS,EC,
BMP-S6,Kiola Gulch,-35.6059,150.3382,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS123,555548008,batemans marine park - special purpose zone - murramarang coast special purpose zone,Australia,2007,4,3,2.629,High,PS,EC,
BMP-S7,Montague Island mid inner,-36.2516,150.2221,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS140,555548008,batemans marine park - habitat protection zone - montague island habitat protection zone,Australia,2007,3,,140.053,High,PS,EC,Year of protection updated.
BMP-S8,Montague Island North West Inner,-36.2427,150.2249,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS181,555548008,batemans marine park - habitat protection zone - montague island (inner) habitat protection zone,Australia,2007,3,,0.143,High,PS,EC,Year of protection updated.
BMP-S9,Montague Island North,-36.248,150.2252,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS140,555548008,batemans marine park - habitat protection zone - montague island habitat protection zone,Australia,2007,3,,140.053,High,PS,EC,Year of protection updated.
BMP1,Guerilla Bay Island South,-35.8259,150.2266,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP10,Shag Rock E,-35.9863,150.1599,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS108,555548008,batemans marine park - sanctuary zone - mullimburra sanctuary zone,Australia,2007,5,45,44.507,High,PS,EC,
BMP11,Shag Rock N,-35.9835,150.158,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS108,555548008,batemans marine park - sanctuary zone - mullimburra sanctuary zone,Australia,2007,5,45,44.507,High,PS,EC,
BMP12,NE Pedro Point,-35.9282,150.168,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS142,555548008,batemans marine park - habitat protection zone - toragy point-congo habitat protection zone,Australia,2007,3,,35.707,High,PS,EC,Year of protection updated.
BMP13,Moruya South Head E,-35.9072,150.1629,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,76.631,High,PS,EC,Year of protection updated.
BMP14,Burrewarra Pt S,-35.8346,150.2235,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP15,Guerilla Bay Bommie,-35.829,150.2308,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP16,Jimmies Is SW,-35.8196,150.232,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP17,Jimmies Is S,-35.8193,150.2364,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP18,Barlings Beach N,-35.7806,150.2343,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,,122.193,High,PS,EC,Year of protection updated.
BMP19,West Tollgate Is,-35.7486,150.2554,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS177,555548008,batemans marine park - sanctuary zone - tollgate islands sanctuary zone,Australia,2007,5,,32.754,High,PS,EC,Year of protection updated.
BMP2,Potato Point - Bills Bommie,-36.0928,150.1393,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,83.594,High,PS,EC,Year of protection updated.
BMP20,Honeysuckle Bay S,-35.7157,150.2803,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS110,555548008,batemans marine park - sanctuary zone - north had sanctuary zone,Australia,2007,5,1,1.387,High,PS,EC,
BMP21,Montague Is W (S of the Pinnacle),-36.2468,150.2232,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS140,555548008,batemans marine park - habitat protection zone - montague island habitat protection zone,Australia,2007,3,,140.053,High,PS,EC,Year of protection updated.
BMP22,Montague Is NW shallow bay,-36.2448,150.2245,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS140,555548008,batemans marine park - habitat protection zone - montague island habitat protection zone,Australia,2007,3,,140.053,High,PS,EC,Year of protection updated.
BMP23,Black Rock North,-35.7739,150.2486,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS177,555548008,batemans marine park - sanctuary zone - tollgate islands sanctuary zone,Australia,2007,5,,32.754,High,PS,EC,Year of protection updated.
BMP24,Burrewarra Point NW,-35.83,150.2319,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP25,Barren Bommie,-36.1356,150.1292,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,310,83.594,High,PS,EC,
BMP26,Shag Rock SW,-35.9856,150.1576,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS108,555548008,batemans marine park - sanctuary zone - mullimburra sanctuary zone,Australia,2007,5,45,44.507,High,PS,EC,
BMP27,Caulerpa Reef,-35.7479,150.2601,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS177,555548008,batemans marine park - sanctuary zone - tollgate islands sanctuary zone,Australia,2007,5,,32.754,High,PS,EC,Year of protection updated.
BMP28,Pretty Point NW,-35.8018,150.2338,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS127,555548008,batemans marine park - habitat protection zone - batemans bay habitat protection zone,Australia,2007,3,128,122.193,High,PS,EC,
BMP29,Broulee Headland East,-35.862,150.1853,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,310,76.631,High,PS,EC,
BMP3,Dalmeny point S of ramp off Joshs Beach,-36.1693,150.1361,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,83.594,High,PS,EC,Year of protection updated.
BMP30,M2 Heaven,-35.9092,150.1625,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS142,555548008,batemans marine park - habitat protection zone - toragy point-congo habitat protection zone,Australia,2007,3,,35.707,High,PS,EC,Year of protection updated.
BMP31,Fullers,-36.2613,150.1492,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS104,555548008,batemans marine park - sanctuary zone - bogola sanctuary zone,Australia,2007,5,,16.351,High,PS,EC,Year of protection updated.
BMP32,Whale Bay,-35.8329,150.2213,Australia,Batemans Marine Park,No take multizoned,MPA,AIAUS156,555548008,batemans marine park - sanctuary zone - burrewarr sanctuary zone,Australia,2007,5,2,2.314,High,PS,EC,
BMP4,Dalmeny Reserve N point,-36.1621,150.1301,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,83.594,High,PS,EC,Year of protection updated.
BMP46,Horseshoe Bay East,-36.4234,150.0796,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
BMP5,Dalmeny point N of ramp,-36.1611,150.1334,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,83.594,High,PS,EC,Year of protection updated.
BMP6,Potato Point shark gutter,-36.0959,150.1475,Australia,Batemans Marine Park,Restricted take multizoned,MPA,AIAUS119,555548008,batemans marine park - general use zone - general use zone,Australia,2007,2,,83.594,High,PS,EC,Year of protection updated.
